patientId;holterMac;flexMac
jp_portaat_ylös;CA:F3:0B:1E:33:78;D3:4A:5C:52:80:78
receivedTimeStamp;timeStamp;red;ir;green;adxl_accX;adxl_accY;adxl_accZ;lsm_accelX;lsm_accelY;lsm_accelZ;lsm_gyroX;lsm_gyroY;lsm_gyroZ;ecg;flex_lsm_accelX;flex_lsm_accelY;flex_lsm_accelZ;flex_lsm_gyroX;flex_lsm_gyroY;flex_lsm_gyroZ;flex_cmd;flexTimeStamp;
768.0;639.3;;;;;;;;;;;;;;;;;9.92233;14.847256;-118.71319;;570.9;
768.0;639.3;;;;;;;;;;;;;;1.742729;0.3355205;-0.5668508;;;;;570.9;
768.0;654.3;;;;;;;;;;;;;;;;;6.6644797;22.423473;-107.86386;;580.5;
768.0;654.3;;;;;;;;;;;;;;1.7777642;0.25666067;-0.5312662;;;;;580.5;
768.0;654.3;;;;;;;;;;;;;;;;;-11.925108;27.699362;-95.564896;;580.5;
768.0;654.3;;;;;;;;;;;;;;1.7508469;0.15924558;-0.4710837;;;;;580.5;
768.0;654.3;;;;;;;;;;;;;;;;;-40.03647;29.301584;-86.59246;;590.2;
768.0;654.3;;;;;;;;;;;;;;1.6559954;0.026306955;-0.43501082;;;;;590.2;
768.0;654.3;;;;;;;;;;;;;;;;;-59.14869;26.093327;-87.64153;;590.2;
768.0;654.3;;;;;;;;;;;;;;1.5378277;-0.10937834;-0.42036194;;;;;590.2;
768.0;654.3;;;;;;;;;;;;;;;;;-63.268684;20.680105;-93.420975;;599.7;
768.0;654.3;;;;;;;;;;;;;;1.4550614;-0.15088351;-0.39362773;;;;;599.7;
768.0;654.3;;;;;;;;;;;;;;;;;-64.718315;13.565478;-97.251045;;599.7;
768.0;654.3;;;;;;;;;;;;;;1.4232001;-0.19129002;-0.39936522;;;;;599.7;
830.0;707.6;;;;;;;;;;;;;;;;;-61.5215;3.5973694;-95.458084;;609.3;
830.0;707.6;;;;;;;;;;;;;;1.3986633;-0.23267312;-0.42036194;;;;;609.3;
830.0;707.6;;;;;;;;;;;;;;;;;-61.16672;-4.50148;-98.17423;;609.3;
830.0;707.6;;;;;;;;;;;;;;1.3860286;-0.263802;-0.46412548;;;;;609.3;
830.0;707.6;;;;;;;;;;;;;;;;;-63.04361;-2.6093326;-106.33031;;619.0;
830.0;707.6;;;;;;;;;;;;;;1.3861507;-0.3120823;-0.5438398;;;;;619.0;
830.0;707.6;;;;;;;;;;;;;;;;;-63.65017;17.139957;-119.84618;;619.0;
830.0;707.6;;;;;;;;;;;;;;1.3674123;-0.27747428;-0.5404828;;;;;619.0;
830.0;707.6;;;;;;;;;;;;;;;;;-69.94079;41.516617;-124.96948;;628.6;
830.0;707.6;;;;;;;;;;;;;;1.330485;-0.14007996;-0.47083956;;;;;628.6;
830.0;707.6;;;;;;;;;;;;;;;;;-80.54216;56.031982;-124.988556;;628.6;
830.0;707.6;;;;;;;;;;;;;;1.2631611;-0.026856288;-0.40900907;;;;;628.6;
830.0;708.4;;;;;;;;;;;;;;;;;-88.3282;63.222908;-124.988556;;638.3;
